1::P02461,60,52,2731.34,0.000873482,0.004109487,7.611430766,0.995431093,Y202,Y101.5,139733,Collagen alpha-1(III) chain OS=Homo sapiens GN=COL3A1 PE=1 SV=4,36746067.48,46827375.76,59220088.88,112173399.6,126093801.4,162010734,67895047.26,24424189.24,76531753.45,190254226.4,152367962.7,90875043.4,14659502.98,10274028.66,32019917.16,x
1::P05997,50,48,1983.08,0.000621127,0.003506675,8.572516355,0.997585872,Y202,Y101.5,145790,Collagen alpha-2(V) chain OS=Homo sapiens GN=COL5A2 PE=1 SV=3,29496148.28,23844887.7,38626905.32,74646160.64,64270591.4,107721418.9,42729340.75,16185829.45,46311379.34,138853183.2,117699657.2,70944410.42,7883894.004,8297517.059,22021753.24,x
1::P11047;1::Q9Y6N6,47,47,2001.05,6.93E-06,0.000325852,11.31808837,1,Y101,Y101.5,183191,Laminin subunit gamma-1 OS=Homo sapiens GN=LAMC1 PE=1 SV=3,46757328.18,64552502.85,35701937.59,11633507.69,11780857.81,10610340.36,53443166.89,48391264.11,25712149,16709007.21,8879500.426,7942273.19,4231822.988,3778252.056,4979023.802,x
1::Q14315,62,47,2307.71,0.021701852,0.027106485,2.375568091,0.793497158,Y101.5,Y201,293407,Filamin-C OS=Homo sapiens GN=FLNC PE=1 SV=3,10645415.83,15703104.03,14735268.54,12737958.02,13610613.53,26916375.87,11204866.57,17842888.28,11780924.05,15363283.54,17397223.93,15901452.27,41496381.64,33514105.58,21980819.59,x
1::P78509,45,45,1518.06,0.000410006,0.00284959,45.94785925,0.998975063,Y101,Y101.5,394980,Reelin OS=Homo sapiens GN=RELN PE=1 SV=3,25434303.04,38527238.5,7932518.05,4763410.112,2524265.889,1098469.499,9442686.592,10598406.22,3462819.941,3479730.701,1322665.234,901700.4371,536263.3381,527853.3271,500571.2389,x
1::P07942,46,44,1564.37,0.007742884,0.014635822,13.13982659,0.91298587,Y101,Y101.5,205150,Laminin subunit beta-1 OS=Homo sapiens GN=LAMB1 PE=1 SV=2,43103289.6,48219188.74,9257399.623,7645430.618,8048245.023,7114920.782,15012907.78,19218173.63,4949025.877,12969341.85,5342516.451,6273224.498,2041050.858,1930103.38,3683427.6,x
1::Q00610;1::P53675,45,44,1636.39,0.049161863,0.046474585,2.189361284,0.655995617,Y202,Y201,193260,Clathrin heavy chain 1 OS=Homo sapiens GN=CLTC PE=1 SV=5,12472081.59,10639199.69,6516649.993,12054439.92,11168770.16,17448090.08,6864658.976,9260429.836,4088496.447,15095900.33,17554856.63,11604084,16221896.8,9524154.141,10845848.36,x
1::P14618;1::P30613,42,42,2004.21,0.014689102,0.021160963,1.960949967,0.846323415,Y101.5,Y201,58470,Pyruvate kinase PKM OS=Homo sapiens GN=PKM PE=1 SV=4,116255232.7,90307355.84,100255378.7,103598135,118172344.9,205413562.2,61915548.81,86898396.83,76565235.73,113386143.4,147234002.1,158916533.4,169846798.2,127927373.5,144183126.5,x
2::Q29443;1::P02788;2::P24627,44,41,1986.16,0.64961631,0.207751915,3.217427085,0.14802663,Y201,Y101.5,79870,Serotransferrin OS=Bos taurus GN=TF PE=2 SV=1,38236701.05,32509533.51,30369008.41,77837998.54,20631349.56,45168262.85,15157705.61,81468946.68,162676621.4,35382758.29,31092378.83,45018142.94,27696481.94,20893672.37,32003210.16,x
1::P02545;1::P20700,42,41,1618.27,0.456923337,0.17177007,1.508857365,0.212377816,Y202,Y101.5,74380,Prelamin-A/C OS=Homo sapiens GN=LMNA PE=1 SV=1,12024280.09,15409053.62,13755856.93,14289457.67,15142247.31,10765467.94,14831807.75,18417966.8,8019120.153,10439420.54,11836830.95,19855134.56,5400071.694,13421040.53,9101597.395,x
1::P01023,50,40,1857.18,8.87E-05,0.000963204,29.46927714,0.999982075,Y201,Y101.5,164613,Alpha-2-macroglobulin OS=Homo sapiens GN=A2M PE=1 SV=3,28235950.48,18237565.64,13280933.18,7644687.844,1930043.368,1641972.679,72618736.7,38364824.87,23469857.13,4167187.532,4585705.349,1853885.121,1377371.848,1625108.147,1560014.636,x
1::O00468,39,39,1380.38,0.199232534,0.108851559,19.67649059,0.374706776,Y102,Y101,225246,Agrin OS=Homo sapiens GN=AGRN PE=1 SV=5,714777.0098,924512.9397,568121.3207,510241.7178,15657493.47,27266371.89,5415013.116,2753614.706,1009096.658,1823758.062,11739967.87,28038574.85,313065.961,309641.3889,5855202.162,x
1::P49327;2::Q71SP7,39,39,1128.56,0.087699724,0.066529803,2.846802303,0.542836488,Y101.5,Y201,275877,Fatty acid synthase OS=Homo sapiens GN=FASN PE=1 SV=3,3983085.511,2591005.828,1468103.481,3875837.182,1626840.179,1942326.986,1881428.216,2028876.059,2526120.17,4650308.008,5058166.023,1926636.597,8249972.208,3724715.193,6348540.533,x
1::P08603;1::Q02985;1::Q03591,39,39,1503.98,0.001986126,0.006950202,3.469528734,0.982883268,Y202,Y201,143680,Complement factor H OS=Homo sapiens GN=CFH PE=1 SV=4,10001474.69,16869605.01,7712685.321,20189715.21,25474447.89,40225290.94,8502042.62,10706624.02,5574524.715,30673978.34,26518938.23,28793077.94,19737453.23,11738370.86,21179109.93,x
1::P13639;1::Q15029;2::Q3SYU2,40,39,1409.54,0.043772052,0.04320318,1.889863936,0.677410904,Y102,Y201,96246,Elongation factor 2 OS=Homo sapiens GN=EEF2 PE=1 SV=4,15615253.5,11409019.34,14584268.66,15961609.65,18827240.22,30215148.1,9830911.27,16790178.62,7775036.053,17604571.23,23140133.79,19445286.83,14912628.29,8738968.191,11479291.59,x
1::P27816;2::P36225,38,38,1310.12,0.010185476,0.01696831,3.222161105,0.887476033,Y101.5,Y201,121443,Microtubule-associated protein 4 OS=Homo sapiens GN=MAP4 PE=1 SV=3,5816084.539,7069995.883,9227648.845,7088815.496,7391800.004,10026688.86,5582224.536,8732719.372,3243410.329,7891740.076,10517764.55,6496000.63,16857322.11,26226985.77,13491538.21,x
2::Q3SZ57;1::P02771,43,37,1918.68,0.756997337,0.229278473,3.890432801,0.120067744,Y201,Y101,70368,Alpha-fetoprotein OS=Bos taurus GN=AFP PE=2 SV=1,45844049.32,33587532.62,46121606.39,48689768.87,31617032.37,88069252,24782748.22,55173517.57,408499976.3,37551605.58,69637939.93,79473909.65,40414542.41,28596045.77,59343509.69,x
1::P16112;2::P13608,39,37,1410.81,4.71E-06,0.000249215,115.6161074,1,Y201,Y101.5,251979,Aggrecan core protein OS=Homo sapiens GN=ACAN PE=1 SV=2,105646188,71550965.12,85985285.82,37656981.01,8082561.6,3254372.556,379167535.6,269754329.2,264283429.4,3841412.002,2600505.836,2263881.853,2262694.235,3370635.344,2265269.631,x
1::P30101;2::P38657,38,37,1594.1,0.033070039,0.036187687,2.514113344,0.726747025,Y202,Y101.5,57146,Protein disulfide-isomerase A3 OS=Homo sapiens GN=PDIA3 PE=1 SV=4,30089235.6,32584757.48,37128672.57,32273714.56,38636782.88,56671795.25,33010088.02,36761800.45,12858870.43,43919015.38,54188142.37,43006733.52,20528560.54,12575194.55,23024936.01,x
1::P12110,37,36,1392.76,0.003501568,0.009692883,5.283748593,0.963608224,Y201,Y101.5,109709,Collagen alpha-2(VI) chain OS=Homo sapiens GN=COL6A2 PE=1 SV=4,121650377.9,121050146.3,61770522.32,66998692.56,39234872.46,32533047.35,135163263.7,122096951.8,67945384.05,80255803.8,37229057.38,23078184.62,18457868.57,19217841.2,23872562.99,x
1::Q6UVK1,36,36,1233.77,0.239528715,0.122490765,2.213589881,0.337471808,Y202,Y102,251067,Chondroitin sulfate proteoglycan 4 OS=Homo sapiens GN=CSPG4 PE=1 SV=2,7077538.263,7546287.563,4177378.409,5099545.097,2686307.881,1901813.749,5238763.553,3908179.264,2650445.976,10817549.53,7755481.21,2871490.29,2559620.716,3725882.02,4514533.564,x
1::O43707;1::Q08043;1::Q9H254;2::A5D7D1,57,36,2301.23,0.591589183,0.195952375,2.0030153,0.164988552,Y202,Y102,105245,Alpha-actinin-4 OS=Homo sapiens GN=ACTN4 PE=1 SV=2,18916946.97,31466882.36,18023099.72,24447492.44,10413323.09,23025869.68,30869527.24,18492121.66,11306847.35,38566806.27,63859957.74,13521152.12,40580916.5,49918727.43,15331978.02,x
1::P08253;1::P24347;2::Q9GLE5,37,36,1431.7,0.19340249,0.107187663,2.505713151,0.380754894,Y101,Y201,74918,72 kDa type IV collagenase OS=Homo sapiens GN=MMP2 PE=1 SV=2,107244345.4,137879193.8,41197290.37,78686901.75,45838021.82,40912289.9,33343822.05,57228447.16,23694932.32,71411267.27,44857133.86,37356704.49,56378538.7,91125308.45,66754065.4,x
1::P53396;2::Q32PF2,37,35,1148.8,0.033724636,0.036521332,2.508251882,0.723416141,Y101.5,Y201,121674,ATP-citrate synthase OS=Homo sapiens GN=ACLY PE=1 SV=3,6380873.145,5196980.868,5565654.592,7182599.108,6189814.696,9799048.161,5326594.684,6616167.728,2204378.387,8278293.943,10311979.42,6626820.539,14657533.01,8480458.117,12346601.4,x
1::P35579;1::P35580;1::P35749,36,35,1068.13,0.38361028,0.158776714,4.47473934,0.245280927,Y201,Y101,227646,Myosin-9 OS=Homo sapiens GN=MYH9 PE=1 SV=4,1377840.43,1900340.036,996067.0398,907806.5018,2155699.088,1775192.217,2212613.865,1828020.892,15085508.71,1233952.41,3331836.007,1102853.259,1208083.152,2876837.822,3341354.656,x
1::O00391,35,35,1278.56,0.77327862,0.232236366,1.591199887,0.116101231,Y101,Y102,83324,Sulfhydryl oxidase 1 OS=Homo sapiens GN=QSOX1 PE=1 SV=3,58776065.54,89370050.83,25234525.69,42227376.65,31274637.74,35460186.7,55179176.51,83374407.82,28267908.93,56046558.8,37080689.26,22077478.61,50933497.44,47539122.36,32359777.22,x
1::Q02818;2::Q0P569,34,34,1277.59,0.003674816,0.010038758,2.189203781,0.961400395,Y201,Y101.5,53846,Nucleobindin-1 OS=Homo sapiens GN=NUCB1 PE=1 SV=4,32631888.36,37033358.84,22920694.72,21717863.85,22494629.47,24005335.2,22045376.65,35076159.67,39544902.56,22301652.91,19137827.04,17899798.66,14717065.69,16424919.91,13013994.63,x
1::P46821,34,33,1085.34,0.022497576,0.027853881,2.623022897,0.788171095,Y101.5,Y202,271665,Microtubule-associated protein 1B OS=Homo sapiens GN=MAP1B PE=1 SV=2,2414295.122,3023445.255,5301420.178,1790691.576,2646615.257,2607514.223,3011128.116,4092528.537,2296212.98,2078896.224,2947694.185,1404238.401,5582866.895,6894972.374,4390371.95,x
1::Q76M96,33,33,1070.87,0.025190273,0.030215812,3.799987916,0.770974094,Y101,Y202,108505,Coiled-coil domain-containing protein 80 OS=Homo sapiens GN=CCDC80 PE=1 SV=1,12854546.47,25033418.27,17574496.79,8534232.663,1824939.89,4856565.335,8734979.25,6818681.513,10623745.75,8018951.955,3233055.525,3343423.548,6106382.074,11113361.56,6132972.881,x
1::Q14766,34,33,1532.71,0.017390991,0.023830983,3.257697234,0.824588094,Y201,Y202,195112,Latent-transforming growth factor beta-binding protein 1 OS=Homo sapiens GN=LTBP1 PE=1 SV=4,23011417.58,38774402.62,11362758.4,19716711.73,14249324.94,16085543.46,23344677.14,35911567.97,37469676.8,13057936.11,7802646.462,8830918.805,21512463.14,19862168.42,29290497.88,x
1::Q01082,38,33,1314.81,0.526485819,0.184581805,1.707940368,0.18623103,Y202,Y201,275237,"Spectrin beta chain, non-erythrocytic 1 OS=Homo sapiens GN=SPTBN1 PE=1 SV=2",2501485.91,3100822.974,3646265.48,1369715.941,3691088.514,4117734.707,2434102.959,2570114.318,1209854.227,2972501.007,4634673.21,3006089.35,2729592.202,1922888.901,4042875.106,x
1::Q16363,33,33,1201.94,0.002523107,0.007913673,17.6328829,0.976123763,Y101,Y101.5,205020,Laminin subunit alpha-4 OS=Homo sapiens GN=LAMA4 PE=1 SV=4,19732558.66,37771479.12,4400353.25,2554644.037,1141086.642,2031457.59,2406371.413,3502831.523,5149921.708,2687018.226,1946280.879,1337249.617,1118844.676,1103712.9,1288178.099,x
1::P06733;1::P13929;2::Q9XSJ4,37,33,1573.72,0.313256745,0.141861622,1.484611378,0.284330565,Y101.5,Y201,47481,Alpha-enolase OS=Homo sapiens GN=ENO1 PE=1 SV=2,186511609.3,153696968.1,202732080.5,167081019.7,194170866.2,225872611.7,100226565.2,203260775.5,139997259.8,147027949.4,205283723.5,243214495.3,212870926.5,177555685.3,267975672.2,x
1::P11021;2::Q0VCX2,34,32,1276.41,0.15829365,0.094508165,5.437179232,0.421777505,Y202,Y101.5,72402,78 kDa glucose-regulated protein OS=Homo sapiens GN=HSPA5 PE=1 SV=2,7061716.669,6426850.93,12699127.67,3727013.358,25738703.09,27762452.65,18814397.53,7565211.12,9057984.029,9762734.321,46309358.65,16889453.96,3056282.12,2886557.177,7476167.84,x
1::P18206,32,31,1124.84,0.459851398,0.172496302,2.87351792,0.21118985,Y101.5,Y102,124292,Vinculin OS=Homo sapiens GN=VCL PE=1 SV=4,7666460.594,8863054.114,5077091.164,8403620.996,3494996.371,7291793.975,12675959.27,6958409.288,21604272.16,12863639.81,21258485.59,4035088.805,21115892.58,28838738.65,5189359.652,x
1::P00736,33,31,1395.03,0.000353819,0.002675281,9.806029005,0.99926047,Y101,Y101.5,81606,Complement C1r subcomponent OS=Homo sapiens GN=C1R PE=1 SV=2,134808662.7,139111416.9,86819410.56,71669067.76,33835644.01,51761933.05,91445566.58,89438843.81,59949429.44,97690240.57,57091067.7,33164491.41,7679505.226,9036879.017,20071135.97,x
1::Q16610,31,31,1188.24,0.198279999,0.108752114,2.242892169,0.375682016,Y201,Y101.5,62232,Extracellular matrix protein 1 OS=Homo sapiens GN=ECM1 PE=1 SV=2,120309982.9,104508380.8,50126959.28,71218462.31,57855162.69,56733852.33,137987653.9,137888571.8,62645535.35,91968169.94,82444983.18,37030283.39,49619548.28,56003574.91,45307789.01,x
1::Q13813,31,31,1237.21,0.450098994,0.170755664,1.718929858,0.215180108,Y202,Y201,285163,"Spectrin alpha chain, non-erythrocytic 1 OS=Homo sapiens GN=SPTAN1 PE=1 SV=3",4248625.024,4718388.385,3056577.766,2769259.802,3000367.949,4455355.263,4531069.105,3675961.178,1450926.151,6267030.977,7386060.007,2948258.699,4656673.424,4356105.752,3744433.31,x
1::Q15582,30,30,1424.98,0.003610176,0.009926217,14.40013693,0.962223359,Y201,Y101.5,75261,Transforming growth factor-beta-induced protein ig-h3 OS=Homo sapiens GN=TGFBI PE=1 SV=1,38901828.91,73061718.24,28883741.28,8840856.397,4522610.856,19268419.37,25632874.69,31545945.1,158706698.7,17327831.52,13307471.6,10417821.43,3524405.524,5269113.528,6198388.284,x
2::Q3MHN5;1::P02774,31,30,1484.28,0.857804116,0.248393822,4.074295249,0.096044323,Y201,Y101,54904,Vitamin D-binding protein OS=Bos taurus GN=GC PE=2 SV=1,35374524.26,22784468.68,60644481.07,34842049.97,46524711.04,84300471.25,18450726.1,56311104.61,409278599,22262647.26,41048291.84,95098600.03,33396443.7,24290901.14,76455794.24,x
1::O94985;1::Q7Z3V4,31,30,1398.8,0.059813133,0.053657527,2.676432091,0.61871603,Y202,Y201,110978,Calsyntenin-1 OS=Homo sapiens GN=CLSTN1 PE=1 SV=1,39973211.96,30152374.46,11343583.6,31791369.08,37778159.95,35253303.5,21662601.38,15694451.53,14787653.32,65571050.23,41091881.59,32898833.25,27628198.44,28050534.36,24302428.98,x
1::Q12841;2::Q58D84,31,30,1636.57,0.001660528,0.006009475,3.214807618,0.986850049,Y102,Y201,36103,Follistatin-related protein 1 OS=Homo sapiens GN=FSTL1 PE=1 SV=1,173687434.4,157351585.8,182522128.1,241784007.9,402735142.9,573032463.3,92416418.83,104951215.7,181364706.1,350424168.3,421098479,421037874.5,226685509.8,184408600.6,306904736,x
1::P11142;1::P54652;2::P34933,39,30,1675.06,0.061682227,0.054186251,1.962734738,0.61275322,Y202,Y201,71082,Heat shock cognate 71 kDa protein OS=Homo sapiens GN=HSPA8 PE=1 SV=1,37879883.8,28912734.59,25172803.93,40090707.09,41214391.32,73556981.86,30181728.85,36590623.71,15361844.13,52073266.21,65918641.14,43215733.66,59368072.8,38197966.81,38635488.68,x
1::P26038;2::Q2HJ49,47,30,1672.37,0.050674501,0.04715787,2.443900204,0.650322046,Y101.5,Y201,67892,Moesin OS=Homo sapiens GN=MSN PE=1 SV=3,11811109.65,13373672.82,18804436.54,13378637.04,17094707.37,24832685.7,9407207.138,17299610.03,11143207.41,11748973.49,28240046.04,16738845.18,32259670.86,23083580.26,37158431.66,x
1::P02452,112,30,5195.48,0.012180713,0.019244827,3.865143368,0.868393995,Y202,Y101.5,139883,Collagen alpha-1(I) chain OS=Homo sapiens GN=COL1A1 PE=1 SV=5,153182520.1,204400967,191215551.5,342148269.7,267353429.9,310678386.8,644635855,227453399.5,411909865.8,654091938.2,492147632.9,195034744.2,81924557.95,121672672.5,143420768,x
1::P55072;1::Q8IYT4;2::Q3ZBT1,29,29,1003.02,0.441577957,0.169208123,3.34865228,0.218747,Y102,Y201,89950,Transitional endoplasmic reticulum ATPase OS=Homo sapiens GN=VCP PE=1 SV=4,2969696.96,2485363.593,13195165,4232377.848,17088018.27,26748324.87,2338172.609,4344575.608,7671898.659,4131864.363,25653406.22,17912110.82,14468775.32,2974518.267,19381604.4,x
1::Q05682,30,29,1465.49,0.021532276,0.027054289,2.264383867,0.794647549,Y101.5,Y202,93232,Caldesmon OS=Homo sapiens GN=CALD1 PE=1 SV=3,19650840.3,17345844.04,23586492.92,25004625.47,22282576.04,21557060.82,26592197.18,34989839.49,18892548.96,20302756.73,14189735.63,25318354.51,29000542.62,57906357.99,48527816.11,x
1::P23142,31,29,1501.95,0.002279063,0.007643252,11.5337184,0.979218372,Y201,Y101.5,81268,Fibulin-1 OS=Homo sapiens GN=FBLN1 PE=1 SV=4,134002515.7,96351139.89,83517337.87,98186718.46,28301055.25,41377611.4,201440043.6,122164853.9,66565000.03,106840423,33160921.45,27009374,10592492.19,6924687.97,16311450.31,x
1::P46940;1::Q86VI3,28,28,821.69,0.125213158,0.083625131,2.137613344,0.470029114,Y202,Y201,189761,Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens GN=IQGAP1 PE=1 SV=1,3148851.387,3000613.376,6406896.313,4984489.106,4881140.903,9878530.859,2647250.743,4914220.196,2392056.361,5490147.035,6947002.054,8839643.689,5480856.574,3270598.826,6520762.902,x
1::P09871,29,28,1006.69,0.002881502,0.008714993,4.100524615,0.971544293,Y101,Y101.5,78174,Complement C1s subcomponent OS=Homo sapiens GN=C1S PE=1 SV=1,62399859.44,73689719.34,46094318.22,37497830.45,19445798.82,21869264.84,50385701.43,61252204.95,25446631.2,29454708.88,20346905.96,14065412.23,12570388.98,13885058.78,17973964.11,x
1::P24821,28,28,896.57,0.280376999,0.13271591,4.545681648,0.306108266,Y101,Y101.5,246345,Tenascin OS=Homo sapiens GN=TNC PE=1 SV=3,10744979.38,8084197.282,2085520.799,2373291.302,7151443.222,2132608.067,12090169.96,3450953.674,1617838.296,4726185.244,2313864.04,3417015.323,1745896.031,928513.1471,1926594.385,x
1::P08572;2::Q7SIB3,28,28,977.32,0.000417251,0.00284959,5.637385091,0.998935377,Y201,Y101.5,168646,Collagen alpha-2(IV) chain OS=Homo sapiens GN=COL4A2 PE=1 SV=4,16674580.24,16827094.82,19271082.28,46754719.35,35226312.44,40989953.63,95142975.42,36850855.31,83595642.1,62913250.02,37912523.22,36175959.11,12498589.08,8221951.29,17522274.22,x
1::P04075,30,27,1402.76,0.09706266,0.07049523,1.630512881,0.522234335,Y101.5,Y201,39851,Fructose-bisphosphate aldolase A OS=Homo sapiens GN=ALDOA PE=1 SV=2,155890698.5,125932846.1,137271922.7,99821054.07,96017751.43,151973440.4,82896878.65,128617552.5,55522027.47,139366253.9,145380681.1,112453028.9,156772444.4,146040535.6,132593405.4,x
1::Q12805,27,26,1084.34,0.002448746,0.007795934,3.238014429,0.977069563,Y202,Y101.5,56885,EGF-containing fibulin-like extracellular matrix protein 1 OS=Homo sapiens GN=EFEMP1 PE=1 SV=2,67238491.59,79818315.84,81661179.4,86961361.92,49397077.85,107174962.1,55382848.39,41339007.05,32176734.51,123773335.5,58437176.88,70970934.55,30478460.05,25255636.47,22456242.8,x
2::P15497,26,26,961.46,0.318518648,0.143324798,5.092088391,0.281082997,Y201,Y101.5,30258,Apolipoprotein A-I OS=Bos taurus GN=APOA1 PE=1 SV=3,15062613.62,9200885.423,12901078.02,9099867.854,13225286.37,16005174.98,11164578.98,19924390.21,119419299.7,12331970.44,33849208.21,12525704.78,11391319.74,4626235.753,13539721.87,x
2::Q2UVX4,33,26,1109.83,0.728144175,0.22326317,3.628943715,0.127241348,Y201,Y101,188675,Complement C3 OS=Bos taurus GN=C3 PE=1 SV=2,5084512.055,4667265.381,7142552.602,6630070.835,5225909.125,11576957.63,3367517.13,9444074.577,48496981.1,5113757.544,7133835.619,9576039.676,7152884.379,5719777.824,7542500.277,x
